content_title,attributes
Babel,"{""Scopes and Scales"":[""grand""],""Time Era"":[""contemporary (2000-)""],""Source Material"":[""original idea""],""Moods"":[""dramatic"",""suspenseful"",""confrontational""],""Geography"":[""Japan"",""Morocco"",""Tijuana"",""San Diego"",""U.S.-Mexico border""],""Agents"":[""nanny"",""father"",""shepherd"",""agent who is deaf"",""mother"",""daughter"",""son"",""tourist"",""spouse"",""immigrant""],""Term Status"":[],""Subjects"":[""cultural intersections""],""Genres"":[""drama""],""Story Elements"":[""familial relationship"",""showdown"",""criminal activity"",""social status"",""tragedy""],""Setting Types"":[""urban"",""rural""]}"
Agent Web,"{""Disciplines & Industries"":[""education"",""public safety""],""Agents"":[""team"",""student"",""supervisor"",""spy"",""superhero""],""Time Era"":[""contemporary (2000-)""],""Gender"":[""male""],""Setting Types"":[""urban""],""Age Groups"":[""teen (14-18)""],""Scopes and Scales"":[""grand""]}"
Swiss You Were Here,"{""Holidays & Seasons"":[""winter""]}"
Maldito Seas Waterfall,"{""Agents"":[""director"",""lover"",""camera operator""],""Scopes and Scales"":[""normal""],""Source Material"":[""adaptation""],""Age Groups"":[""adult (19-59)""],""Story Elements"":[""social status"",""identity""],""Subjects"":[""arts and entertainment""],""Geography"":[""Buenos Aires""],""Gender"":[""male""],""Genres"":[""comedy""],""Disciplines & Industries"":[""film and television""],""Time Era"":[""contemporary (2000-)""],""Setting Types"":[""urban""]}"
Extreme Paranormal,"{""Time Era"":[""2000-2009""],""Gender"":[""male""],""Setting Types"":[""aquatic"",""rural""],""Genres"":[""reality""],""Subjects"":[""paranormal""],""Moods"":[""frightening"",""suspenseful"",""uneasy""],""Agents"":[""demon"",""ghost"",""explorer""],""Term Status"":[],""Age Groups"":[""adult (19-59)""],""Geography"":[""New Mexico""],""Story Elements"":[""supernatural phenomena""],""Source Material"":[""real life""]}"
"Paradox of Intermediate Transactions, The","{""Holidays & Seasons"":[""Halloween""]}"
"Hitchhiker's Guide to the Galaxy, The","{""Portrayals of Character"":[""Deep Thought (Mirren, Helen)"",""Lunkwill (none)"",""Zaphod Beeblebrox (Rockwell, Sam)"",""Humma Kavula (Malkovich, John)"",""Tricia \""Trillian\"" (none)"",""Ford Prefect (none)"",""Prosser (none)"",""Slartibartfast (Nighy, Bill)"",""Benjy Mouse (none)"",""Arthur Dent (Freeman, Martin)"",""Prostetnic Vogon Jeltz (none)"",""Gag Halfrunt (none)"",""Eddie the Computer (none)"",""Franky Mouse (none)"",""Narrator (Fry, Stephen)"",""Commander Kwaltz (none)"",""Vice President Questular Rontok (none)"",""Fook (none)"",""Marvin (none)""],""Setting Types"":[""outer space"",""rural""],""Moods"":[""wild"",""whimsical"",""funny""],""Term Status"":[],""Genres"":[""action-adventure"",""comedy"",""science fiction""],""Source Material"":[""adaptation""],""Time Era"":[""contemporary (2000-)""],""Age Groups"":[""adult (19-59)""],""Gender"":[""male""],""Agents"":[""criminal"",""explorer"",""president"",""refugee"",""extraterrestrial being""]}"
Test of Friendship,"{""Scopes and Scales"":[""normal""],""Disciplines & Industries"":[""education""],""Setting Types"":[""urban"",""high school""],""Time Era"":[""contemporary (2000-)""],""Gender"":[""female""],""Age Groups"":[""teen (14-18)""],""Agents"":[""family"",""parent"",""psychic"",""student"",""sibling"",""daughter""]}"
Perezosos En Peligro,"{""Genres"":[""documentary"",""animals & nature""],""Agents"":[""zoo keeper"",""animal"",""wild animal"",""nonprofit organization"",""animal rights advocate""],""Geography"":[""South America""],""Setting Types"":[""wilderness""],""Subjects"":[""environment""],""Scopes and Scales"":[""normal""],""Time Era"":[""contemporary (2000-)""]}"
Moonvasion! Part I,"{""Agents"":[""father"",""brother"",""bird"",""business person"",""pilot""],""Age Groups"":[""older child (6-10)"",""older adult""],""Gender"":[""male""],""Setting Types"":[""urban""],""Time Era"":[""contemporary (2000-)""],""Inactive Agents"":[""aunt"",""animal"",""explorer"",""uncle""],""Subjects"":[""family""],""Scopes and Scales"":[""grand""]}"
Mickey's Little Parade,"{""Scopes and Scales"":[""normal""],""Gender"":[""male"",""female""],""Setting Types"":[""rural""],""Age Groups"":[""indeterminate""],""Inactive Agents"":[""animal""],""Time Era"":[""contemporary (2000-)""],""Creative Elements"":[""educational""],""Agents"":[""team"",""teacher"",""bird"",""mouse"",""dog""]}"
One Flew Over the Conners' Nest,"{""Portrayals of Character"":[""BECKY CONNER-HEALY (Goranson, Lecy)"",""D.J. CONNER (Fishman, Michael)"",""MARK CONNER-HEALY (McNamara, Ames)"",""MARY CONNER (Rey, Jayden)"",""Bridgette (Liebegott, Ali)"",""Creep (Fox, Kirk)"",""Maria (Brillon, Gina)"",""HARRIS CONNER-HEALY (Kenney, Emma)"",""DARLENE CONNER (Gilbert, Sara)"",""Crystal Anderson-Conner (West, Natalie)"",""Geena Williams-Conner (Roquemore, Xosha)"",""JACKIE HARRIS (Metcalf, Laurie)"",""Ben (Ferguson, Jay R.)"",""Andrea (Chalke, Sarah)"",""Kat (Romero, Xochitl)"",""DAN CONNER (Goodman, John)""]}"
Luna's Big Leap,"{""Inactive Agents"":[""magician"",""spirit"",""animal""],""Portrayals of Character"":[""LUNA (Brown, Yvette Nicole)"",""MIGS (Parnell, Chris)"",""SKYLAR (Alazraqui, Carlos)"",""Dragallos (Baker, Dee Bradley)"",""Zephyr (Harnell, Jess)"",""King Verago (Sogliuzzo, Andre)"",""Rayo (Gerber, Miles)"",""Tornado (Lewis, Jenifer)"",""Elena (Carrero, Aimee)""],""Agents"":[""cousin"",""family"",""witch"",""sister"",""grandparent"",""princess"",""ruler""],""Time Era"":[""past (unspecified)""],""Gender"":[""female""],""Age Groups"":[""teen (14-18)""],""Scopes and Scales"":[""grand""],""Subjects"":[""family""],""Setting Types"":[""kingdom""]}"
Pet Project,"{""Time Era"":[""contemporary (2000-)""],""Inactive Agents"":[""animal""],""Gender"":[""male""],""Portrayals of Character"":[""PRETTY BOY (Stiller, Jerry)"",""SPOT HELPERMAN (Lane, Nathan)"",""MaryBeth (none)"",""Tyler (Adlon, Pamela)"",""MRS. HELPERMAN (Rupp, Debra Jo)"",""Leslie Dunkling (Whitman, Mae)"",""Younghee (Tom, Lauren)"",""Principal Crosby Strickler (Shawn, Wallace)"",""IAN (Paulsen, Rob)"",""Leonard Amadeus Helperman (Fleming, Shaun)"",""SCOTT LEADREADY II (Lane, Nathan)"",""Slimer the Snake (none)"",""MR. JOLLY (Stiers, David Ogden)""],""Agents"":[""dog"",""pet"",""mother"",""son"",""teacher"",""student""],""Scopes and Scales"":[""normal""],""Disciplines & Industries"":[""education""],""Age Groups"":[""older child (6-10)""],""Setting Types"":[""suburban""]}"
DISNEY DESCENDANTS 3: QUEEN OF MEAN,"{""Genres"":[""fantasy"",""music""],""Moods"":[""intimate""],""Time Era"":[""2010-2019""],""Agents"":[""princess""],""Term Status"":[],""Age Groups"":[""teen (14-18)""],""Gender"":[""female""],""Source Material"":[""alternate edit""],""Story Elements"":[""broken heart"",""identity""],""Setting Types"":[""kingdom"",""fantasy realm""]}"
Avengers No More: Part Two (Part 2 of 2),"{""Setting Types"":[""urban""],""Disciplines & Industries"":[""public safety""],""Gender"":[""male"",""female""],""Scopes and Scales"":[""epic""],""Agents"":[""inventor"",""archer"",""team"",""deity"",""superhero"",""spy"",""monster""],""Age Groups"":[""indeterminate"",""adult (19-59)""],""Time Era"":[""contemporary (2000-)""]}"
Stanno Tutti Bene,"{""Story Elements"":[""familial relationship"",""parent-child relationship"",""deception"",""voyage and return""],""Age Groups"":[""older adult""],""Geography"":[""Milan"",""Rome"",""Florence"",""Naples"",""Turin""],""Moods"":[""dramatic"",""whimsical"",""heartwarming""],""Gender"":[""male""],""Genres"":[""drama""],""Subjects"":[""aging"",""family""],""Time Era"":[""1990-1999""],""Holidays & Seasons"":[""summer""],""Setting Types"":[""urban"",""town""],""Term Status"":[],""Source Material"":[""original idea""],""Agents"":[""father"",""retiree"",""sibling"",""family"",""son"",""daughter""],""Scopes and Scales"":[""normal""]}"
Angels in the Infield,"{""Age Groups"":[""adult (19-59)"",""tween (11-13)""],""Subjects"":[""family"",""sports""],""Gender"":[""male"",""female""],""Scopes and Scales"":[""normal""],""Time Era"":[""contemporary (2000-)""],""Setting Types"":[""urban""],""Agents"":[""baseball player"",""angel"",""team"",""father"",""athlete"",""daughter""],""Genres"":[""sports"",""comedy"",""family"",""fantasy"",""drama""],""Disciplines & Industries"":[""sports""]}"
Lyin' Eyes,"{""Age Groups"":[""indeterminate"",""adult (19-59)""],""Gender"":[""male"",""female""],""Portrayals of Character"":[""Arokine (Devall, Trevor)"",""Peter Quill (Friedle, Will)"",""Rocket Raccoon (Green, Seth)"",""J'Que (Taylor, James Arnold)"",""Raker (Taylor, James Arnold)"",""ROCKET RACCOON (Green, Seth)"",""MANTIS (Hale, Jennifer)"",""Groot (Richardson, Kevin Michael)"",""Rocket Raccoon (Devall, Trevor)"",""Yondu (Taylor, James Arnold)"",""Ebony Maw (Urbaniak, James)"",""YONDU (Taylor, James Arnold)"",""DRAX THE DESTROYER (Sobolov, David)"",""Mantis (Hale, Jennifer)"",""Broker (Richardson, Kevin Michael)"",""Acolyte (Urbaniak, James )"",""Ebony Maw (Urbaniak, James )"",""Drax (Sobolov, David)""],""Setting Types"":[""urban"",""outer space""],""Agents"":[""sister"",""superhero"",""raccoon"",""warrior"",""thief"",""pirate"",""extraterrestrial being"",""team""],""Scopes and Scales"":[""grand""],""Time Era"":[""contemporary (2000-)""]}"
Kido Senshi Gundam Seed Freedom,"{""Term Status"":[],""Source Material"":[""sequel""],""Geography"":[""Asia"",""Moon""],""Setting Types"":[""outer space"",""kingdom""],""Story Elements"":[""terrorism"",""heroic mission"",""political issue"",""war experience"",""love story""],""Moods"":[""suspenseful"",""confrontational"",""dramatic""],""Disciplines & Industries"":[""government"",""armed forces""],""Genres"":[""animation"",""science fiction"",""action-adventure"",""anime""],""Age Groups"":[""young adult (19-25)""],""Time Era"":[""future""],""Agents"":[""pilot"",""bureaucrat"",""military officer"",""politician"",""lover"",""soldier"",""president""],""Gender"":[""female"",""male""]}"
Sibling Rivalry,"{""Agents"":[""family"",""sibling"",""student"",""lawyer"",""legislator"",""neighbor"",""parent""],""Time Era"":[""contemporary (2000-)""],""Setting Types"":[""suburban"",""middle school""],""Age Groups"":[""teen (14-18)"",""tween (11-13)""],""Gender"":[""male"",""female""],""Scopes and Scales"":[""normal""],""Subjects"":[""family""]}"
"Good Sign, A","{""Setting Types"":[""town""],""Inactive Agents"":[""uncle"",""aunt"",""animal""],""Themes Topics"":[""business"",""fashion""],""Gender"":[""female""],""Age Groups"":[""indeterminate""],""Scopes and Scales"":[""normal""],""Disciplines & Industries"":[""pet care"",""fashion""],""Subjects"":[""business"",""fashion""],""Agents"":[""family"",""fashion designer"",""business person"",""mouse"",""bird""]}"
"Close Shave, A","{""Inactive Agents"":[""nanny""],""Scopes and Scales"":[""confined""],""Age Groups"":[""older child (6-10)"",""young adult (19-25)"",""teen (14-18)"",""tween (11-13)""],""Time Era"":[""contemporary (2000-)""],""Gender"":[""male"",""female""],""Agents"":[""butler"",""doorman"",""parent"",""family"",""sibling""],""Setting Types"":[""urban""],""Disciplines & Industries"":[""child care""],""Subjects"":[""family""]}"
Lizards,"{""Gender"":[""male""],""Setting Types"":[""urban""],""Disciplines & Industries"":[""education"",""public safety""],""Age Groups"":[""teen (14-18)""],""Agents"":[""superhero"",""spy"",""supervisor"",""team"",""student""],""Time Era"":[""contemporary (2000-)""],""Scopes and Scales"":[""grand""]}"
Catastrophe and the Cure,"{""Portrayals of Character"":[""Arizona Robbins (Capshaw, Jessica)"",""April Kepner (Drew, Sarah)"",""Harriet Kepner-Avery (none)"",""ALEX KAREV  (Chambers, Justin)"",""Reena Thompson (Quinn, Kimberly)"",""STEPHANIE EDWARDS (Hinton, Jerrika)"",""Andrew DeLuca (Gianniotti, Giacomo)"",""Harriet Kepner-Avery (Kapudija, Penelope)"",""Stephanie Edwards (Hinton, Jerrika)"",""NATHAN RIGGS (Henderson, Martin)"",""Patricia Phillips (Schwimmer, Rusty)"",""Lena McCallister (Montano, Sumalee)"",""Zach Thompson (Goldberg, Gunnar)""]}"
Legacy,"{""Subjects"":[""war""],""Disciplines & Industries"":[""armed forces""],""Setting Types"":[""outer space""],""Agents"":[""apprentice"",""team"",""warrior"",""teacher"",""robot"",""pilot""],""Scopes and Scales"":[""grand""],""Time Era"":[""past (unspecified)""],""Age Groups"":[""teen (14-18)"",""adult (19-59)""],""Gender"":[""female"",""male""]}"
Catboy's Great Gig/ Owlette's New Move,"{""Gender"":[""female"",""male""],""Setting Types"":[""urban""],""Time Era"":[""contemporary (2000-)""],""Scopes and Scales"":[""normal""],""Agents"":[""scientist"",""thief"",""student"",""superhero"",""team"",""robot"",""inventor""],""Age Groups"":[""older child (6-10)""]}"
Oculos Magicos De Charlotte (Shorts),"{""Gender"":[""female""],""Age Groups"":[""older child (6-10)""],""Source Material"":[""adaptation""],""Creative Elements"":[""educational""],""Moods"":[""gentle"",""heartwarming"",""whimsical""],""Inactive Agents"":[""animal""],""Story Elements"":[""following a dream"",""friendship"",""maturation""],""Geography"":[""Brazil""],""Agents"":[""student"",""mother"",""dog"",""toy"",""teacher"",""imaginary friend""],""Time Era"":[""contemporary (2000-)""],""Genres"":[""fantasy"",""kids"",""animation""],""Setting Types"":[""town""],""Scopes and Scales"":[""normal""]}"
John Carpenter's Ghosts of Mars,"{""Agents"":[""extraterrestrial being"",""criminal"",""miner"",""prison guard"",""police"",""ghost"",""prisoner""],""Source Material"":[""original idea""],""Inactive Story Elements"":[""unlikely allies""],""Disciplines & Industries"":[""public safety""],""Setting Types"":[""town""],""Gender"":[""female""],""Genres"":[""science fiction"",""horror"",""action-adventure""],""Subjects"":[""paranormal""],""Time Era"":[""future""],""Age Groups"":[""adult (19-59)""],""Story Elements"":[""alien contact"",""unlikely allies""],""Moods"":[""confrontational"",""wild"",""dark""],""Scopes and Scales"":[""normal""]}"
Anacondas: Trail of Blood,"{""Story Elements"":[""human vs. nature"",""showdown"",""holy grail""],""Inactive Agents"":[""animal""],""Geography"":[""Romania""],""Source Material"":[""sequel""],""Moods"":[""frightening"",""suspenseful"",""confrontational""],""Agents"":[""business person"",""scientist"",""couple"",""snake"",""team"",""assassin"",""wild animal""],""Scopes and Scales"":[""normal""],""Genres"":[""science fiction"",""horror"",""action-adventure""],""Setting Types"":[""wilderness"",""rural""],""Gender"":[""male"",""female""],""Disciplines & Industries"":[""medical research, science and technology""],""Time Era"":[""contemporary (2000-)""],""Age Groups"":[""adult (19-59)""]}"
"Noche De Reyes, La","{""Holidays & Seasons"":[""Christmas""]}"
"Little Song and Dance, A","{""Gender"":[""female""],""Age Groups"":[""adult (19-59)""],""Disciplines & Industries"":[""public safety"",""medical research, science and technology""],""Agents"":[""spy"",""inventor"",""fugitive from justice"",""criminal"",""scientist"",""butler"",""driver""],""Scopes and Scales"":[""normal""],""Setting Types"":[""urban""],""Time Era"":[""1946-1959""]}"
Drop It,"{""Setting Types"":[""wilderness""],""Time Era"":[""2000-2029 (early 21st century)""],""Source Material"":[""real life""],""Term Status"":[],""Genres"":[""sports"",""documentary"",""action-adventure""],""Moods"":[""suspenseful"",""matter-of-fact"",""wondrous""],""Agents"":[""sky diver""],""Disciplines & Industries"":[""extreme sports""],""Subjects"":[""extreme sports""]}"
Scrooge's Last Adventure,"{""Setting Types"":[""urban""],""Gender"":[""male""],""Scopes and Scales"":[""grand""],""Inactive Agents"":[""uncle"",""aunt"",""explorer"",""animal""],""Agents"":[""business person"",""bird"",""pilot"",""brother""],""Time Era"":[""1980-1989""],""Age Groups"":[""older adult"",""older child (6-10)""]}"
Strike,"{""Portrayals of Character"":[""RACHEL (Timlin, Addison)"",""Dijonay's Mother (none)"",""Father Mickle (Dutton, Charles S.)"",""White Vincent (Nyqvist, Michael)"",""Bebe Proud (Strong, Tara)"",""HANK (Edwards, Anthony)"",""ZOEY (none)"",""LaCienega Boulevardez (none)"",""Oscar Proud (Davidson, Tommy)"",""Zoey's Mother (none)"",""Wizard Kelly (none)"",""Wizard Cola Man (none)"",""Gina Gross (none)"",""Laila Galliston (Barrett, Jacinda)"",""Suga Mama (none)"",""Sticky Webb (Brown, Orlando)"",""BECK (Ejogo, Carmen)"",""Olei Gross (none)"",""Nubia Gross (none)"",""Dijonay Jones (White, Karen Malina)"",""Arron Martin (Foster, Scott Michael)"",""Trudy Proud (Parker, Paula Jai)"",""Sticky's Father (none)"",""Marsha Mitsubishi (none)"",""Penny Proud (Pratt, Kyla)""]}"
Jacqueline Sauvage: C'etait Lui Ou Moi,"{""Story Elements"":[""murder"",""partner abuse"",""solving a crime""],""Source Material"":[""true story"",""adaptation""],""Geography"":[""France""],""Time Era"":[""contemporary (2000-)""],""Moods"":[""dramatic"",""uneasy"",""dark""],""Subjects"":[""true crime"",""legal system"",""marriage"",""family""],""Agents"":[""lawyer"",""spouse"",""daughter"",""victim/survivor of violence"",""widowed person"",""mother"",""murderer"",""prisoner""],""Scopes and Scales"":[""normal""],""Genres"":[""drama"",""crime"",""biographical"",""legal""],""Term Status"":[],""Age Groups"":[""adult (19-59)""],""Gender"":[""female""],""Setting Types"":[""urban""],""Disciplines & Industries"":[""criminal justice ecosystem""]}"
"Almost Christmas Story, An","{""Term Status"":[],""Holidays & Seasons"":[""winter"",""Christmas""],""Creative Elements"":[""stop motion animation"",""fourth-wall break"",""framing device"",""with songs""],""Story Elements"":[""voyage and return"",""fish-out-of-water"",""human-animal bond""],""Agents"":[""singer"",""son"",""wild animal"",""sibling"",""bird"",""father"",""unhoused person"",""guitarist"",""ice skater"",""agent with mobility disability""],""Source Material"":[""as suggested by"",""true story""],""Age Groups"":[""indeterminate""],""Moods"":[""uplifting"",""heartwarming"",""whimsical""],""Genres"":[""family"",""animation""],""Time Era"":[""2020-2029""],""Geography"":[""New York"",""New York City""],""Setting Types"":[""forest"",""urban""],""Gender"":[""male""]}"
"Sinister Halloween Scary Opposites Solar Special, A","{""Holidays & Seasons"":[""Halloween""]}"
"Roommate, The","{""Age Groups"":[""young adult (19-25)""],""Genres"":[""thriller""],""Setting Types"":[""college"",""urban""],""Time Era"":[""contemporary (2000-)""],""Source Material"":[""original idea""],""Story Elements"":[""deception"",""mental health"",""stalking""],""Geography"":[""Los Angeles""],""Moods"":[""frightening"",""suspenseful"",""confrontational""],""Scopes and Scales"":[""normal""],""Agents"":[""LGBTQIA+"",""roommate"",""teacher"",""student"",""murderer"",""stalker""],""Gender"":[""female""],""Term Status"":[]}"
Of Moles and Men,"{""Agents"":[""monster"",""team"",""military officer"",""superhero"",""extraterrestrial being""],""Portrayals of Character"":[""Moloid Shaman (Griffin, Grey)"",""Red Hulk (Brown, Clancy)"",""Mole Man (Lawrence, David H., XVII)"",""A-BOMB (Green, Seth)"",""SKAAR (Diskin, Ben)"",""SHE-HULK (Dushku, Eliza)"",""Hulk (Tatasciore, Fred)"",""Mayor Stan (Lee, Stan)"",""She-Hulk (Dushku, Eliza)""],""Time Era"":[""contemporary (2000-)""],""Age Groups"":[""adult (19-59)""],""Gender"":[""female"",""male""],""Disciplines & Industries"":[""federal government"",""public safety""],""Scopes and Scales"":[""grand""],""Setting Types"":[""outer space"",""urban""]}"
Awakening: Part One of Five,"{""Agents"":[""business person"",""monster"",""police"",""warrior"",""witch""],""Time Era"":[""1990-1999""],""Gender"":[""female"",""male""],""Scopes and Scales"":[""grand""],""Setting Types"":[""urban""],""Age Groups"":[""indeterminate"",""adult (19-59)""]}"
Misaeng: Incomplete Life,"{""Source Material"":[""adaptation""],""Themes Topics"":[""business""],""Time Era"":[""contemporary (2000-)""],""Subjects"":[""business""],""Moods"":[""whimsical"",""contemplative"",""confrontational""],""Age Groups"":[""20s""],""Scopes and Scales"":[""normal""],""Agents"":[""boss/executive"",""assistant"",""son"",""office worker"",""manager"",""mother""],""Disciplines & Industries"":[""manufacturing and sales""],""Genres"":[""drama""],""Setting Types"":[""urban""],""Geography"":[""South Korea""],""Story Elements"":[""workplace issue"",""new job"",""friendship""],""Term Status"":[]}"
Charlie & the Numbers,"{""Setting Types"":[""kingdom""],""Genres"":[""kids"",""animation""],""Age Groups"":[""young child (3-5)""],""Scopes and Scales"":[""normal""],""Agents"":[""student""],""Gender"":[""male""],""Source Material"":[""original idea""],""Creative Elements"":[""educational""],""Term Status"":[],""Moods"":[""gentle"",""whimsical""]}"
Enter Magneto,"{""Portrayals of MetaCharacter"":[""Rogue (Anna Marie) (voice)"",""Cyclops (Spencer, Norman)"",""Gambit (Remy LeBeau)"",""Beast (Hank McCoy)"",""Cyclops (Scott Summers)"",""Rogue (Zann, Lenore)""],""Portrayals of Character"":[""Scott Summers (Spencer, Norm)"",""Jubilation \""Jubilee\"" (Court, Alyson)"",""Professor Charles Xavier (Smith, Cedric)"",""Henry Gyrich (Flatman, Barry)"",""Logan (Dodd, Cal)"",""Cyclops (Spencer, Norman)"",""Ororo Munroe (Morris, Iona)"",""Rogue (Zann, Lenore)"",""Gambit (Remy LeBeau)"",""Dr. Henry \""Hank\"" (Buza, George)"",""Wolverine (Dodd, Cal)"",""Sentinel (Fox, David)"",""Storm (Morris, Iona)"",""Remy LeBeau (Potter, Chris)"",""Beast (Hank McCoy)"",""Magneto (Hemblen, David)"",""Cyclops (Scott Summers)"",""Morph (Rubin, Ron)"",""Scott Summers (Spencer, Norman)"",""Sabretooth (Francks, Don)"",""Jean Grey (Disher, Catherine)"",""Rogue (Anna Marie) (voice)"",""Erik Magnus Lehnesherr (Hemblen, David)""],""Time Era"":[""1990-1999""],""Gender"":[""female"",""male""],""Agents"":[""team"",""teacher"",""superhero"",""terrorist"",""robot"",""monster""],""Scopes and Scales"":[""epic""],""Age Groups"":[""indeterminate"",""adult (19-59)""]}"
Haunt It Up,"{""Disciplines & Industries"":[""dance""],""Setting Types"":[""urban""],""Subjects"":[""arts and entertainment""],""Time Era"":[""contemporary (2000-)""],""Gender"":[""female""],""Agents"":[""lover"",""student"",""sibling"",""dancer""],""Scopes and Scales"":[""confined""],""Holidays & Seasons"":[""Halloween""],""Age Groups"":[""teen (14-18)""]}"
From Our Family to Yours: The Stepdad,"{""Source Material"":[""sequel""],""Scopes and Scales"":[""normal""],""Agents"":[""parent"",""stepfather"",""family"",""daughter"",""sibling"",""son"",""dog"",""spouse""],""Time Era"":[""contemporary (2000-)""],""Age Groups"":[""adult (19-59)""],""Setting Types"":[""suburban""],""Genres"":[""family"",""animation""],""Moods"":[""uplifting"",""gentle"",""heartwarming""],""Subjects"":[""family""],""Term Status"":[],""Gender"":[""male""],""Holidays & Seasons"":[""winter"",""Christmas""],""Story Elements"":[""child approval""]}"
Nanpire and Grandpop the Greats/ There's Snow Place Like Home,"{""Agents"":[""parent"",""ghost"",""neighbor"",""vampire"",""daughter"",""family""],""Time Era"":[""contemporary (2000-)""],""Portrayals of Character"":[""Vampirina (Crovetti, Isabella)"",""CHEF REMY BONES (Corlett, Ian James)"",""EDGAR Peepleson (Risley, Benji)"",""EDNA Peepleson (Summer, Cree)"",""NANPIRE (Lupone, Patti)"",""DEMI (Whitfield, Mitchell)"",""BORIS HAUNTLEY (Van der Beek, James)"",""GREGORIA (Sykes, Wanda)"",""POPPY Peepleson (Davis, Jordan Alexa)"",""OXANA HAUNTLEY (Graham, Lauren)"",""GRANDPOP (Mitchell, Brian Stokes)""],""Age Groups"":[""older child (6-10)""],""Subjects"":[""family"",""cultural intersections""],""Setting Types"":[""urban""],""Gender"":[""female""],""Disciplines & Industries"":[""hospitality"",""education""],""Scopes and Scales"":[""normal""]}"
Sugar Daddy,"{""Portrayals of Person"":[""Fox, Rick (Fox, Rick)""],""Portrayals by Twins"":[""DeVante Johnson (Gross, August / Gross, Berlin)""],""Portrayals of Character"":[""Jack Johnson (Brown, Miles)"",""Josh (Meacham, Jeff)"",""Diane Johnson (Martin, Marsai)"",""Mr. Stevens (Mackenzie, Peter)"",""Dr. Reagan (Tompkins, Paul F.)"",""Pops Johnson (Fishburne, Laurence)"",""Connor Stevens (Franklin, Nelson)"",""Rainbow Johnson (Ross, Tracee Ellis)"",""Charlie Telphy (Cole, Deon)"",""Ruby Johnson (Lewis, Jenifer)""]}"
Bunga the Wise,"{""Portrayals of Character"":[""Pumbaa (Sabella, Ernie)"",""Timon (Schon, Kevin)"",""BUNGA (Rush, Joshua)"",""Rafiki (Payton, Khary)"",""Thurston (none)"",""FULI (White, Diamond)"",""Shingo (LaMarr, Phil)"",""KION (Charles, Max)"",""Mufasa (Williams, Gary Anthony)"",""Mbuni (Taylor, Russi)"",""BESHTE (Brown, Dusan)"",""ONO (Shaffer, Atticus)""]}"
Light,"{""Portrayals of Character"":[""NATALIE VINCENT (Rowan, Kelly)"",""Dr. Daniel Pierce (McCormack, Eric)"",""Wesley Sumpter (RodrÃ­guez, Freddy)"",""MAX LEWICKI (Smith, Arjay)"",""Senator Ted Paulson (Paulin, Scott)"",""Leo Attinger (Fitzgerald, Glenn)"",""Assistant SAIC Tanner (Ganus, Paul)"",""Victoria Ryland (Regan, Bridget)"",""Alex Willingham (Bennett, Jimmy)"",""Wesley Sumpter (Rodr??guez, Freddy)"",""Laura Crane (Smith, Allison)"",""DEAN PAUL HALEY (Burton, LeVar)"",""Helen Paulson (Atkinson, Jayne)"",""KATE MORETTI (Cook, Rachael Leigh)"",""Roger Probert (Scarfe, Jonathan)"",""Caroline Newsome (Rowan, Kelly)"",""Senator Scott Ryland (Glave, Matthew)""]}"
Gladiators Don't Run,"{""Portrayals of Character"":[""DAVID ROSEN (Malina, Joshua)"",""Tina Wilson (Wright, Aloma)"",""Reporter Bill (Ashworth, Kevin)"",""MARCUS WALKER (Smith, Cornelius, Jr.)"",""Abby Whelan (Stanchfield, Darby)"",""Tanner Shaw (Ham, Eben)"",""AUSA Ellison (Sanborn, Britt)"",""Officer Edward Brennan (Cannata, Jeffrey)"",""MELLIE GRANT (Young, Bellamy)"",""Chief Larry Connors (Mulkey, Chris)"",""Mike Waters (Jackson, Jay)"",""Rosalyn Mendez (Santiago, Susan)"",""Officer Duncan (Scovotti, Michael)"",""QUINN PERKINS (Lowes, Katie)"",""Officer Jeffrey Newton (Welch, Michael)"",""Reporter Peter (Rios, Reece)"",""ABBY WHELAN (Stanchfield, Darby)"",""CYRUS BEENE (Perry, Jeff)"",""Clarence Parker (Vance, Courtney B.)"",""Susan Ross (Pebdani, Artemis)"",""Reporter Carol (Walcott, Dinora)"",""FITZGERALD GRANT (Goldwyn, Tony)"",""OLIVIA POPE (Washington, Kerry)"",""JAKE BALLARD (Foley, Scott)"",""HUCK (Diaz, Guillermo)""]}"
"Fancy Gentleman, The","{""Agents"":[""lover"",""mouse"",""dog"",""bird""],""Gender"":[""female"",""male""],""Scopes and Scales"":[""grand""],""Setting Types"":[""urban"",""suburban"",""wilderness""],""Age Groups"":[""indeterminate""],""Inactive Agents"":[""animal""]}"
How Santa Stole Christmas!,"{""Term Status"":[],""Genres"":[""action-adventure"",""animation"",""comedy""],""Moods"":[""whimsical"",""funny""],""Scopes and Scales"":[""normal""],""Holidays & Seasons"":[""Christmas""]}"
