id,title,genres,overview,cast,director,runtime,language,rating
60979,Batman: Gotham Knight,Action|Animation|Crime,"A Action, Animation, Crime movie titled Batman: Gotham Knight.",,,,,
61011,"Walker, The",Drama|Mystery,"A Drama, Mystery movie titled Walker, The.",,,,,
61024,Pineapple Express,Action|Comedy|Crime,"A Action, Comedy, Crime movie titled Pineapple Express.",,,,,
61026,Red Cliff (Chi bi),Action|Adventure|Drama|War,"A Action, Adventure, Drama, War movie titled Red Cliff (Chi bi).",,,,,
61071,"Sisterhood of the Traveling Pants 2, The",Adventure|Comedy|Drama|Romance,"A Adventure, Comedy, Drama, Romance movie titled Sisterhood of the Traveling Pants 2, The.",,,,,
61073,Hell Ride,Action|Drama|Thriller,"A Action, Drama, Thriller movie titled Hell Ride.",,,,,
61123,High School Musical 2,Comedy|Drama|Musical|Romance,"A Comedy, Drama, Musical, Romance movie titled High School Musical 2.",,,,,
61132,Tropic Thunder,Action|Adventure|Comedy|War,"A Action, Adventure, Comedy, War movie titled Tropic Thunder.",,,,,
61160,Star Wars: The Clone Wars,Action|Adventure|Animation|Sci-Fi,"A Action, Adventure, Animation, Sci-Fi movie titled Star Wars: The Clone Wars.",,,,,
61167,Henry Poole is Here,Drama|Mystery,"A Drama, Mystery movie titled Henry Poole is Here.",,,,,
61210,Mutant Chronicles,Action|Adventure|Sci-Fi,"A Action, Adventure, Sci-Fi movie titled Mutant Chronicles.",,,,,
61236,Waltz with Bashir (Vals im Bashir),Animation|Documentary|Drama|War,"A Animation, Documentary, Drama, War movie titled Waltz with Bashir (Vals im Bashir).",,,,,
61240,Let the Right One In (Låt den rätte komma in),Drama|Fantasy|Horror|Romance,"A Drama, Fantasy, Horror, Romance movie titled Let the Right One In (Låt den rätte komma in).",,,,,
61246,Hamlet 2,Comedy,A Comedy movie titled Hamlet 2.,,,,,
61248,Death Race,Action|Adventure|Sci-Fi|Thriller,"A Action, Adventure, Sci-Fi, Thriller movie titled Death Race.",,,,,
61250,"House Bunny, The",Comedy,"A Comedy movie titled House Bunny, The.",,,,,
61255,"Rocker, The",Comedy,"A Comedy movie titled Rocker, The.",,,,,
61257,I.O.U.S.A. (a.k.a. IOUSA),Documentary,A Documentary movie titled I.O.U.S.A. (a.k.a. IOUSA).,,,,,
61262,Mirrors,Horror|Mystery|Thriller,"A Horror, Mystery, Thriller movie titled Mirrors.",,,,,
61289,Sukiyaki Western Django,Action|Western,"A Action, Western movie titled Sukiyaki Western Django.",,,,,
61319,Somers Town,Drama,A Drama movie titled Somers Town.,,,,,
61323,Burn After Reading,Comedy|Crime|Drama,"A Comedy, Crime, Drama movie titled Burn After Reading.",,,,,
61348,Disaster Movie,Comedy,A Comedy movie titled Disaster Movie.,,,,,
61350,Babylon A.D.,Action|Adventure|Sci-Fi|Thriller,"A Action, Adventure, Sci-Fi, Thriller movie titled Babylon A.D..",,,,,
61352,Traitor,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Traitor.",,,,,
61394,"Onion Movie, The",Comedy,"A Comedy movie titled Onion Movie, The.",,,,,
61401,"Spirit, The",Action|Comedy|Fantasy|Thriller,"A Action, Comedy, Fantasy, Thriller movie titled Spirit, The.",,,,,
61406,John Adams,Drama,A Drama movie titled John Adams.,,,,,
61465,Bangkok Dangerous,Action|Crime|Thriller,"A Action, Crime, Thriller movie titled Bangkok Dangerous.",,,,,
61628,Sunflower (Xiang ri kui),Drama,A Drama movie titled Sunflower (Xiang ri kui).,,,,,
61692,Altered,Horror|Sci-Fi|Thriller,"A Horror, Sci-Fi, Thriller movie titled Altered.",,,,,
61697,Righteous Kill,Crime|Mystery|Thriller,"A Crime, Mystery, Thriller movie titled Righteous Kill.",,,,,
61705,Lakeview Terrace,Drama|Thriller,"A Drama, Thriller movie titled Lakeview Terrace.",,,,,
61729,Ghost Town,Comedy|Fantasy|Romance,"A Comedy, Fantasy, Romance movie titled Ghost Town.",,,,,
61818,"Crow, The: Wicked Prayer",Action|Adventure|Fantasy|Thriller,"A Action, Adventure, Fantasy, Thriller movie titled Crow, The: Wicked Prayer.",,,,,
61986,Appaloosa,Western,A Western movie titled Appaloosa.,,,,,
62008,Dead Fury,Action|Animation|Comedy|Horror,"A Action, Animation, Comedy, Horror movie titled Dead Fury.",,,,,
62081,Eagle Eye,Action|Crime|Thriller|IMAX,"A Action, Crime, Thriller, IMAX movie titled Eagle Eye.",,,,,
62113,How to Lose Friends & Alienate People,Comedy,A Comedy movie titled How to Lose Friends & Alienate People.,,,,,
62155,Nick and Norah's Infinite Playlist,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Nick and Norah's Infinite Playlist.",,,,,
62208,"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto)",Drama,"A Drama movie titled Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto).",,,,,
62250,Gomorrah (Gomorra),Crime|Drama,"A Crime, Drama movie titled Gomorrah (Gomorra).",,,,,
62293,"Duchess, The",Drama|Romance,"A Drama, Romance movie titled Duchess, The.",,,,,
62299,Alone in the Dark II,Action|Horror,"A Action, Horror movie titled Alone in the Dark II.",,,,,
62336,FLCL,Animation|Comedy|Fantasy|Sci-Fi,"A Animation, Comedy, Fantasy, Sci-Fi movie titled FLCL.",,,,,
62344,Rachel Getting Married,Drama|Romance,"A Drama, Romance movie titled Rachel Getting Married.",,,,,
62374,Body of Lies,Action|Drama|Thriller,"A Action, Drama, Thriller movie titled Body of Lies.",,,,,
62376,City of Ember,Adventure|Children|Sci-Fi,"A Adventure, Children, Sci-Fi movie titled City of Ember.",,,,,
62383,"20,000 Leagues Under the Sea",Action|Adventure|Sci-Fi,"A Action, Adventure, Sci-Fi movie titled 20,000 Leagues Under the Sea.",,,,,
62394,Max Payne,Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Max Payne.",,,,,
62434,Zack and Miri Make a Porno,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Zack and Miri Make a Porno.",,,,,
62437,W.,Drama,A Drama movie titled W..,,,,,
62439,My Best Friend's Girl,Comedy|Romance,"A Comedy, Romance movie titled My Best Friend's Girl.",,,,,
62511,"Synecdoche, New York",Comedy|Drama,"A Comedy, Drama movie titled Synecdoche, New York.",,,,,
62553,"Secret Life of Bees, The",Drama,"A Drama movie titled Secret Life of Bees, The.",,,,,
62586,"American Carol, An",Comedy|Fantasy,"A Comedy, Fantasy movie titled American Carol, An.",,,,,
62644,"Wave, The (Welle, Die)",Drama,"A Drama movie titled Wave, The (Welle, Die).",,,,,
62662,Tokyo-Ga,Documentary,A Documentary movie titled Tokyo-Ga.,,,,,
62718,"Angus, Thongs and Perfect Snogging",Comedy|Romance,"A Comedy, Romance movie titled Angus, Thongs and Perfect Snogging.",,,,,
62792,Pride and Glory,Crime|Drama,"A Crime, Drama movie titled Pride and Glory.",,,,,
62799,"Express, The",Drama,"A Drama movie titled Express, The.",,,,,
62834,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,Sci-Fi,A Sci-Fi movie titled Babylon 5: The Legend of the Rangers: To Live and Die in Starlight.,,,,,
62836,Babylon 5: The Lost Tales - Voices in the Dark,Sci-Fi,A Sci-Fi movie titled Babylon 5: The Lost Tales - Voices in the Dark.,,,,,
62849,RocknRolla,Action|Crime,"A Action, Crime movie titled RocknRolla.",,,,,
62956,Futurama: Bender's Game,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,"A Action, Adventure, Animation, Comedy, Fantasy, Sci-Fi movie titled Futurama: Bender's Game.",,,,,
62970,Tin Man,Adventure|Fantasy|Sci-Fi,"A Adventure, Fantasy, Sci-Fi movie titled Tin Man.",,,,,
62999,Madagascar: Escape 2 Africa,Action|Adventure|Animation|Children|Comedy|IMAX,"A Action, Adventure, Animation, Children, Comedy, IMAX movie titled Madagascar: Escape 2 Africa.",,,,,
63033,Blindness,Drama|Mystery|Romance|Thriller,"A Drama, Mystery, Romance, Thriller movie titled Blindness.",,,,,
63062,Changeling,Crime|Drama|Mystery,"A Crime, Drama, Mystery movie titled Changeling.",,,,,
63072,"Road, The",Adventure|Drama|Thriller,"A Adventure, Drama, Thriller movie titled Road, The.",,,,,
63082,Slumdog Millionaire,Crime|Drama|Romance,"A Crime, Drama, Romance movie titled Slumdog Millionaire.",,,,,
63113,Quantum of Solace,Action|Adventure|Thriller,"A Action, Adventure, Thriller movie titled Quantum of Solace.",,,,,
63131,Role Models,Comedy,A Comedy movie titled Role Models.,,,,,
63179,Tokyo!,Drama,A Drama movie titled Tokyo!.,,,,,
63222,JCVD,Action|Drama|Thriller,"A Action, Drama, Thriller movie titled JCVD.",,,,,
63239,Cinderella,Children|Fantasy|Musical|Romance,"A Children, Fantasy, Musical, Romance movie titled Cinderella.",,,,,
63276,Crows Zero (Kurôzu zero),Action,A Action movie titled Crows Zero (Kurôzu zero).,,,,,
63312,Krabat,Drama|Fantasy,"A Drama, Fantasy movie titled Krabat.",,,,,
63393,Camp Rock,Comedy|Musical|Romance,"A Comedy, Musical, Romance movie titled Camp Rock.",,,,,
63433,Farscape: The Peacekeeper Wars,Action|Adventure|Sci-Fi,"A Action, Adventure, Sci-Fi movie titled Farscape: The Peacekeeper Wars.",,,,,
63436,Saw V,Crime|Horror|Thriller,"A Crime, Horror, Thriller movie titled Saw V.",,,,,
63479,Sex Drive,Comedy,A Comedy movie titled Sex Drive.,,,,,
63515,The Island,Drama|Mystery,"A Drama, Mystery movie titled The Island.",,,,,
63540,Beverly Hills Chihuahua,Adventure|Children|Comedy,"A Adventure, Children, Comedy movie titled Beverly Hills Chihuahua.",,,,,
63768,Tattooed Life (Irezumi ichidai),Crime|Drama,"A Crime, Drama movie titled Tattooed Life (Irezumi ichidai).",,,,,
63808,"Class, The (Entre les murs)",Drama,"A Drama movie titled Class, The (Entre les murs).",,,,,
63826,Splinter,Action|Horror|Thriller,"A Action, Horror, Thriller movie titled Splinter.",,,,,
63853,Australia,Adventure|Drama|War|Western,"A Adventure, Drama, War, Western movie titled Australia.",,,,,
63859,Bolt,Action|Adventure|Animation|Children|Comedy,"A Action, Adventure, Animation, Children, Comedy movie titled Bolt.",,,,,
63876,Milk,Drama,A Drama movie titled Milk.,,,,,
63992,Twilight,Drama|Fantasy|Romance|Thriller,"A Drama, Fantasy, Romance, Thriller movie titled Twilight.",,,,,
64010,"Children, The",Horror,"A Horror movie titled Children, The.",,,,,
64030,Transporter 3,Action|Adventure|Crime|Thriller,"A Action, Adventure, Crime, Thriller movie titled Transporter 3.",,,,,
64032,Four Christmases,Comedy,A Comedy movie titled Four Christmases.,,,,,
64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The)",Drama|War,"A Drama, War movie titled Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The).",,,,,
64114,Fireproof,Drama|Romance,"A Drama, Romance movie titled Fireproof.",,,,,
64116,Igor,Animation|Comedy,"A Animation, Comedy movie titled Igor.",,,,,
64167,Dinotopia,Adventure|Fantasy,"A Adventure, Fantasy movie titled Dinotopia.",,,,,
64197,Hunger,Drama,A Drama movie titled Hunger.,,,,,
64231,Punisher: War Zone,Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Punisher: War Zone.",,,,,
64249,Shrek the Halls,Adventure|Animation|Comedy|Fantasy,"A Adventure, Animation, Comedy, Fantasy movie titled Shrek the Halls.",,,,,
64278,"Pervert's Guide to Cinema, The",Documentary,"A Documentary movie titled Pervert's Guide to Cinema, The.",,,,,
64285,Wallace and Gromit in 'A Matter of Loaf and Death',Animation|Comedy,"A Animation, Comedy movie titled Wallace and Gromit in 'A Matter of Loaf and Death'.",,,,,
64497,"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller|IMAX,"A Drama, Sci-Fi, Thriller, IMAX movie titled Day the Earth Stood Still, The.",,,,,
64499,Che: Part One,Drama|War,"A Drama, War movie titled Che: Part One.",,,,,
64501,Che: Part Two,Drama|War,"A Drama, War movie titled Che: Part Two.",,,,,
64575,Doubt,Drama|Mystery,"A Drama, Mystery movie titled Doubt.",,,,,
64614,Gran Torino,Crime|Drama,"A Crime, Drama movie titled Gran Torino.",,,,,
64620,Frost/Nixon,Drama,A Drama movie titled Frost/Nixon.,,,,,
64622,"Reader, The",Drama|Romance,"A Drama, Romance movie titled Reader, The.",,,,,
64695,Sword of the Stranger (Sutorejia: Mukô hadan),Action|Adventure|Animation,"A Action, Adventure, Animation movie titled Sword of the Stranger (Sutorejia: Mukô hadan).",,,,,
64716,Seven Pounds,Drama,A Drama movie titled Seven Pounds.,,,,,
64839,"Wrestler, The",Drama,"A Drama movie titled Wrestler, The.",,,,,
64957,"Curious Case of Benjamin Button, The",Drama|Fantasy|Mystery|Romance,"A Drama, Fantasy, Mystery, Romance movie titled Curious Case of Benjamin Button, The.",,,,,
64969,Yes Man,Comedy,A Comedy movie titled Yes Man.,,,,,
64983,Valkyrie,Drama|Thriller|War,"A Drama, Thriller, War movie titled Valkyrie.",,,,,
64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru),Animation|Drama|Romance,"A Animation, Drama, Romance movie titled 5 Centimeters per Second (Byôsoku 5 senchimêtoru).",,,,,
64997,War of the Worlds,Action|Sci-Fi,"A Action, Sci-Fi movie titled War of the Worlds.",,,,,
65037,Ben X,Drama,A Drama movie titled Ben X.,,,,,
65088,Bedtime Stories,Adventure|Children|Comedy,"A Adventure, Children, Comedy movie titled Bedtime Stories.",,,,,
65126,Choke,Comedy|Drama,"A Comedy, Drama movie titled Choke.",,,,,
65130,Revolutionary Road,Drama|Romance,"A Drama, Romance movie titled Revolutionary Road.",,,,,
65133,Blackadder Back & Forth,Comedy,A Comedy movie titled Blackadder Back & Forth.,,,,,
65135,Blackadder's Christmas Carol,Comedy,A Comedy movie titled Blackadder's Christmas Carol.,,,,,
65188,Dear Zachary: A Letter to a Son About His Father,Documentary,A Documentary movie titled Dear Zachary: A Letter to a Son About His Father.,,,,,
65193,Wild Child,Drama|Romance,"A Drama, Romance movie titled Wild Child.",,,,,
65216,Defiance,Drama|Thriller|War,"A Drama, Thriller, War movie titled Defiance.",,,,,
65225,Zeitgeist: Addendum,Documentary,A Documentary movie titled Zeitgeist: Addendum.,,,,,
65230,Marley & Me,Comedy|Drama,"A Comedy, Drama movie titled Marley & Me.",,,,,
65261,Ponyo (Gake no ue no Ponyo),Adventure|Animation|Children|Fantasy,"A Adventure, Animation, Children, Fantasy movie titled Ponyo (Gake no ue no Ponyo).",,,,,
65350,"General Died at Dawn, The",Adventure|Crime|Thriller,"A Adventure, Crime, Thriller movie titled General Died at Dawn, The.",,,,,
65359,Earthsea (Legend of Earthsea),Adventure|Drama|Fantasy,"A Adventure, Drama, Fantasy movie titled Earthsea (Legend of Earthsea).",,,,,
65514,Ip Man,Action|Drama|War,"A Action, Drama, War movie titled Ip Man.",,,,,
65577,"Tale of Despereaux, The",Adventure|Animation|Children|Comedy|Fantasy,"A Adventure, Animation, Children, Comedy, Fantasy movie titled Tale of Despereaux, The.",,,,,
65585,Bride Wars,Comedy|Romance,"A Comedy, Romance movie titled Bride Wars.",,,,,
65588,"Gamers, The: Dorkness Rising",Action|Adventure|Comedy|Fantasy,"A Action, Adventure, Comedy, Fantasy movie titled Gamers, The: Dorkness Rising.",,,,,
65596,Mesrine: Killer Instinct (L'instinct de mort),Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Mesrine: Killer Instinct (L'instinct de mort).",,,,,
65601,My Bloody Valentine 3-D,Horror|Thriller,"A Horror, Thriller movie titled My Bloody Valentine 3-D.",,,,,
65631,Battle in Seattle,Action|Drama,"A Action, Drama movie titled Battle in Seattle.",,,,,
65642,"Timecrimes (Cronocrímenes, Los)",Sci-Fi|Thriller,"A Sci-Fi, Thriller movie titled Timecrimes (Cronocrímenes, Los).",,,,,
65651,Fire and Ice,Adventure|Fantasy,"A Adventure, Fantasy movie titled Fire and Ice.",,,,,
65682,Underworld: Rise of the Lycans,Action|Fantasy|Horror|Thriller,"A Action, Fantasy, Horror, Thriller movie titled Underworld: Rise of the Lycans.",,,,,
65685,Inkheart,Adventure|Fantasy,"A Adventure, Fantasy movie titled Inkheart.",,,,,
65738,Revenge of the Nerds III: The Next Generation,Comedy,A Comedy movie titled Revenge of the Nerds III: The Next Generation.,,,,,
65740,Revenge of the Nerds IV: Nerds in Love,Comedy|Romance,"A Comedy, Romance movie titled Revenge of the Nerds IV: Nerds in Love.",,,,,
65802,Paul Blart: Mall Cop,Action|Comedy|Crime,"A Action, Comedy, Crime movie titled Paul Blart: Mall Cop.",,,,,
65810,Notorious,Drama|Musical,"A Drama, Musical movie titled Notorious.",,,,,
65882,"Uninvited, The",Drama|Horror|Mystery|Thriller,"A Drama, Horror, Mystery, Thriller movie titled Uninvited, The.",,,,,
65982,Outlander,Action|Adventure|Sci-Fi,"A Action, Adventure, Sci-Fi movie titled Outlander.",,,,,
66090,Eden Lake,Horror|Thriller,"A Horror, Thriller movie titled Eden Lake.",,,,,
66097,Coraline,Animation|Fantasy|Thriller,"A Animation, Fantasy, Thriller movie titled Coraline.",,,,,
66171,Push,Sci-Fi|Thriller,"A Sci-Fi, Thriller movie titled Push.",,,,,
66198,"International, The",Drama|Thriller,"A Drama, Thriller movie titled International, The.",,,,,
66203,He's Just Not That Into You,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled He's Just Not That Into You.",,,,,
66240,Dead Like Me: Life After Death,Comedy|Fantasy,"A Comedy, Fantasy movie titled Dead Like Me: Life After Death.",,,,,
66297,Futurama: Into the Wild Green Yonder,Action|Animation|Comedy|Sci-Fi,"A Action, Animation, Comedy, Sci-Fi movie titled Futurama: Into the Wild Green Yonder.",,,,,
66310,Frontière(s),Drama|Horror|Thriller,"A Drama, Horror, Thriller movie titled Frontière(s).",,,,,
66320,"11th Hour, The",Documentary,"A Documentary movie titled 11th Hour, The.",,,,,
66335,Afro Samurai: Resurrection,Animation,A Animation movie titled Afro Samurai: Resurrection.,,,,,
66371,Departures (Okuribito),Drama,A Drama movie titled Departures (Okuribito).,,,,,
66427,My Name Is Bruce,Comedy|Horror,"A Comedy, Horror movie titled My Name Is Bruce.",,,,,
66509,Funny People,Comedy|Drama,"A Comedy, Drama movie titled Funny People.",,,,,
66511,Berlin Calling,Comedy|Drama,"A Comedy, Drama movie titled Berlin Calling.",,,,,
66544,Nuremberg,Drama|War,"A Drama, War movie titled Nuremberg.",,,,,
66665,Away We Go,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Away We Go.",,,,,
66744,"Divo, Il",Drama,"A Drama movie titled Divo, Il.",,,,,
66783,Friday the 13th,Horror,A Horror movie titled Friday the 13th.,,,,,
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",Action|Adventure|Comedy|Western,"A Action, Adventure, Comedy, Western movie titled Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom).",,,,,
66798,"Pink Panther 2, The",Adventure|Comedy|Mystery,"A Adventure, Comedy, Mystery movie titled Pink Panther 2, The.",,,,,
66915,Rock-A-Doodle,Adventure|Animation|Children|Musical,"A Adventure, Animation, Children, Musical movie titled Rock-A-Doodle.",,,,,
66934,Dr. Horrible's Sing-Along Blog,Comedy|Drama|Musical|Sci-Fi,"A Comedy, Drama, Musical, Sci-Fi movie titled Dr. Horrible's Sing-Along Blog.",,,,,
66943,"Cottage, The",Comedy|Crime|Horror|Thriller,"A Comedy, Crime, Horror, Thriller movie titled Cottage, The.",,,,,
67087,"I Love You, Man",Comedy,"A Comedy movie titled I Love You, Man.",,,,,
67168,Dance of the Dead,Adventure|Comedy|Horror,"A Adventure, Comedy, Horror movie titled Dance of the Dead.",,,,,
67186,"Haunting in Connecticut, The",Horror|Thriller,"A Horror, Thriller movie titled Haunting in Connecticut, The.",,,,,
67193,Duplicity,Crime|Romance|Thriller,"A Crime, Romance, Thriller movie titled Duplicity.",,,,,
67197,Knowing,Action|Drama|Mystery|Sci-Fi|Thriller,"A Action, Drama, Mystery, Sci-Fi, Thriller movie titled Knowing.",,,,,
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor)",Crime|Drama|Mystery|Thriller,"A Crime, Drama, Mystery, Thriller movie titled Girl with the Dragon Tattoo, The (Män som hatar kvinnor).",,,,,
67267,Sunshine Cleaning,Comedy|Drama,"A Comedy, Drama movie titled Sunshine Cleaning.",,,,,
67295,Kung Fu Panda: Secrets of the Furious Five,Action|Animation|Children|Comedy,"A Action, Animation, Children, Comedy movie titled Kung Fu Panda: Secrets of the Furious Five.",,,,,
67361,Echelon Conspiracy,Action|Mystery|Thriller,"A Action, Mystery, Thriller movie titled Echelon Conspiracy.",,,,,
67408,Monsters vs. Aliens,Animation|Sci-Fi|IMAX,"A Animation, Sci-Fi, IMAX movie titled Monsters vs. Aliens.",,,,,
67508,"Baader Meinhof Komplex, Der",Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Baader Meinhof Komplex, Der.",,,,,
67534,Big Stan,Comedy,A Comedy movie titled Big Stan.,,,,,
67618,Strictly Sexual,Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Strictly Sexual.",,,,,
67665,Anvil! The Story of Anvil,Documentary|Musical,"A Documentary, Musical movie titled Anvil! The Story of Anvil.",,,,,
67695,Observe and Report,Action|Comedy,"A Action, Comedy movie titled Observe and Report.",,,,,
67734,Adventureland,Comedy|Drama,"A Comedy, Drama movie titled Adventureland.",,,,,
67788,Confessions of a Shopaholic,Comedy|Romance,"A Comedy, Romance movie titled Confessions of a Shopaholic.",,,,,
67799,The Butterfly Effect 3: Revelations,Drama|Fantasy|Sci-Fi|Thriller,"A Drama, Fantasy, Sci-Fi, Thriller movie titled The Butterfly Effect 3: Revelations.",,,,,
67888,Man on the Flying Trapeze,Comedy,A Comedy movie titled Man on the Flying Trapeze.,,,,,
67923,"Fast & Furious (Fast and the Furious 4, The)",Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Fast & Furious (Fast and the Furious 4, The).",,,,,
67997,In the Loop,Comedy,A Comedy movie titled In the Loop.,,,,,
68073,Pirate Radio,Comedy|Drama,"A Comedy, Drama movie titled Pirate Radio.",,,,,
68135,17 Again,Comedy|Drama,"A Comedy, Drama movie titled 17 Again.",,,,,
68157,Inglourious Basterds,Action|Drama|War,"A Action, Drama, War movie titled Inglourious Basterds.",,,,,
68159,State of Play,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled State of Play.",,,,,
68194,"Damned United, The",Drama,"A Drama movie titled Damned United, The.",,,,,
68205,Crank: High Voltage,Action|Comedy|Crime,"A Action, Comedy, Crime movie titled Crank: High Voltage.",,,,,
68237,Moon,Drama|Mystery|Sci-Fi|Thriller,"A Drama, Mystery, Sci-Fi, Thriller movie titled Moon.",,,,,
68269,"Young Victoria, The",Drama|Romance,"A Drama, Romance movie titled Young Victoria, The.",,,,,
68319,X-Men Origins: Wolverine,Action|Sci-Fi|Thriller,"A Action, Sci-Fi, Thriller movie titled X-Men Origins: Wolverine.",,,,,
68347,Sin Nombre,Crime|Drama|Thriller,"A Crime, Drama, Thriller movie titled Sin Nombre.",,,,,
68358,Star Trek,Action|Adventure|Sci-Fi|IMAX,"A Action, Adventure, Sci-Fi, IMAX movie titled Star Trek.",,,,,
68444,"Great Buck Howard, The",Comedy,"A Comedy movie titled Great Buck Howard, The.",,,,,
68480,Flatfoot on the Nile (Piedone d'Egitto),Action|Comedy|Crime,"A Action, Comedy, Crime movie titled Flatfoot on the Nile (Piedone d'Egitto).",,,,,
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),Action|Drama|War,"A Action, Drama, War movie titled Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia).",,,,,
68522,Earth,Documentary,A Documentary movie titled Earth.,,,,,
68536,Stanley Kubrick: A Life in Pictures,Documentary,A Documentary movie titled Stanley Kubrick: A Life in Pictures.,,,,,
68552,Crossing Over,Drama,A Drama movie titled Crossing Over.,,,,,
68554,Angels & Demons,Crime|Drama|Mystery|Thriller,"A Crime, Drama, Mystery, Thriller movie titled Angels & Demons.",,,,,
68597,Scorpio,Action|Drama|Thriller,"A Action, Drama, Thriller movie titled Scorpio.",,,,,
68600,Balls Out: Gary the Tennis Coach,Comedy,A Comedy movie titled Balls Out: Gary the Tennis Coach.,,,,,
68650,Powder Blue,Drama,A Drama movie titled Powder Blue.,,,,,
68659,Fanboys,Adventure|Comedy|Drama,"A Adventure, Comedy, Drama movie titled Fanboys.",,,,,
68791,Terminator Salvation,Action|Adventure|Sci-Fi|Thriller,"A Action, Adventure, Sci-Fi, Thriller movie titled Terminator Salvation.",,,,,
68793,Night at the Museum: Battle of the Smithsonian,Action|Comedy|IMAX,"A Action, Comedy, IMAX movie titled Night at the Museum: Battle of the Smithsonian.",,,,,
68835,Were the World Mine,Adventure|Fantasy|Musical|Romance,"A Adventure, Fantasy, Musical, Romance movie titled Were the World Mine.",,,,,
68848,"Brothers Bloom, The",Adventure|Comedy|Crime|Romance,"A Adventure, Comedy, Crime, Romance movie titled Brothers Bloom, The.",,,,,
68872,Paisan (Paisà),Drama|War,"A Drama, War movie titled Paisan (Paisà).",,,,,
68886,I Do: How to Get Married and Stay Single (Prête-moi ta main),Comedy|Romance,"A Comedy, Romance movie titled I Do: How to Get Married and Stay Single (Prête-moi ta main).",,,,,
68932,"Soloist, The",Drama|Musical,"A Drama, Musical movie titled Soloist, The.",,,,,
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),Action|Animation|Mystery|Sci-Fi,"A Action, Animation, Mystery, Sci-Fi movie titled Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei).",,,,,
68952,Drag Me to Hell,Comedy|Horror,"A Comedy, Horror movie titled Drag Me to Hell.",,,,,
68954,Up,Adventure|Animation|Children|Drama,"A Adventure, Animation, Children, Drama movie titled Up.",,,,,
68959,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono),Action|Adventure|Animation|Drama,"A Action, Adventure, Animation, Drama movie titled Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono).",,,,,
69069,Fired Up,Comedy,A Comedy movie titled Fired Up.,,,,,
69118,In the Electric Mist,Drama|Mystery,"A Drama, Mystery movie titled In the Electric Mist.",,,,,
69122,"Hangover, The",Comedy|Crime,"A Comedy, Crime movie titled Hangover, The.",,,,,
69131,Killshot,Action|Crime|Drama|Thriller,"A Action, Crime, Drama, Thriller movie titled Killshot.",,,,,
69134,Antichrist,Drama|Fantasy,"A Drama, Fantasy movie titled Antichrist.",,,,,
69140,Sweeney Todd,Crime|Drama|Horror|Thriller,"A Crime, Drama, Horror, Thriller movie titled Sweeney Todd.",,,,,
69211,Boy Eats Girl,Comedy|Horror,"A Comedy, Horror movie titled Boy Eats Girl.",,,,,
69224,Marius and Jeanette (Marius et Jeannette),Comedy|Drama|Romance,"A Comedy, Drama, Romance movie titled Marius and Jeanette (Marius et Jeannette).",,,,,
69227,Ernest Rides Again,Children|Comedy,"A Children, Comedy movie titled Ernest Rides Again.",,,,,
69251,Special,Drama|Fantasy,"A Drama, Fantasy movie titled Special.",,,,,
69275,Dead Snow (Død snø),Action|Adventure|Comedy|Horror,"A Action, Adventure, Comedy, Horror movie titled Dead Snow (Død snø).",,,,,
69278,Land of the Lost,Action|Adventure|Comedy|Sci-Fi,"A Action, Adventure, Comedy, Sci-Fi movie titled Land of the Lost.",,,,,
69304,Imagine That,Comedy|Drama|Fantasy,"A Comedy, Drama, Fantasy movie titled Imagine That.",,,,,
